Keyword,Screen_Name,Text,Created_At_Year,Created_At_Month,Retweeted,Retweet_Count,Favorited,Favorite_Count
#LikeAGirl,kferna491,|RT @Always: 76% of girls think female emojis shouldn't only be portrayed doing feminine activities. Watch &amp; share! #LikeAGirl
https://t.co/…|,2013,Nov,False,632,False,0
#LikeAGirl,elizabethkarr,@TheGoodBreast @lucywalkerfilm @bernaweg Truth! Long been frustrated for lack of &amp; lame #emoji for #women #girls. 💓 your #LikeAGirl video!,2009,Dec,False,1,False,1
#LikeAGirl,soraleecromw,Always #LikeAGirl - Girl Emojis https://t.co/EcxEtGpZdm via @YouTube,2014,May,False,0,False,0
#LikeAGirl,BBabushka,Do Emojis Limit Girls To Stereotypes? Always #LikeAGirl Wants To Know…and So Do I https://t.co/GQZRNJPDeZ,2011,Aug,False,0,False,0
#LikeAGirl,taishacv1,|RT @Always: 76% of girls think female emojis shouldn't only be portrayed doing feminine activities. Watch &amp; share! #LikeAGirl
https://t.co/…|,2014,Jun,False,632,False,0
#LikeAGirl,rachykristine,|RT @Always: 76% of girls think female emojis shouldn't only be portrayed doing feminine activities. Watch &amp; share! #LikeAGirl
https://t.co/…|,2012,Apr,False,632,False,0
#LikeAGirl,zeitvogrl,|RT @Always: 76% of girls think female emojis shouldn't only be portrayed doing feminine activities. Watch &amp; share! #LikeAGirl
https://t.co/…|,2011,Jun,False,632,False,0
#LikeAGirl,erininOC,|RT @Always: 76% of girls think female emojis shouldn't only be portrayed doing feminine activities. Watch &amp; share! #LikeAGirl
https://t.co/…|,2009,Jun,False,632,False,0
#LikeAGirl,changds,@Always YES! Let's work with @Inmoji to make it happen. #LikeAGirl,2007,Oct,False,0,False,0
#LikeAGirl,lucywalkerfilm,RT @elizabethkarr: "THERE AREN'T ENOUGH #EMOJI FOR WHAT #GIRLS ARE." #Emoji creators get to work! #Always #LikeAGirl @lucywalkerfilm https:…,2011,Sep,False,1,False,0
#LikeAGirl,pigfec,#LikeAGirl is honestly the stupidest thing I've ever seen. I don't need an emoji to tell me girls know how to ride bikes.,2014,Jan,False,0,False,1
#LikeAGirl,nxtalie03,|RT @Always: We like emojis a lot, but do they represent girls? Watch and find out! #LikeAGirl
https://t.co/a5uvNrIapW|,2016,Jan,False,434,False,0
#LikeAGirl,EmojiSwaggin,RT @TwitterWomen: Let’s make emojis as unstoppable as girls! What girl emoji do you want to see? #LikeAGirl https://t.co/3j6NN6pmXZ,2015,Dec,False,25,False,0
#LikeAGirl,5sosforlife17,Let's make emojis as unstoppable as girls. What girl emoji do you want to see? #LikeAGirl https://t.co/UvXAN29Biy,2015,Mar,False,0,False,0
