Keyword,Screen_Name,Text,Created_At_Year,Created_At_Month,Retweeted,Retweet_Count,Favorited,Favorite_Count
#BeAGirlWhoCodes,paromaprakriti,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2010,Jan,FALSE,14,FALSE,0
#BeAGirlWhoCodes,maravikumar,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2012,Sep,FALSE,14,FALSE,0
#BeAGirlWhoCodes,DrSanjayPSahoo,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2011,May,FALSE,14,FALSE,0
#BeAGirlWhoCodes,jaiswalop,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2009,Oct,FALSE,14,FALSE,0
#BeAGirlWhoCodes,catintp,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2008,Feb,FALSE,14,FALSE,0
#BeAGirlWhoCodes,richabht,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2009,Oct,FALSE,14,FALSE,0
#BeAGirlWhoCodes,reshmasaujani,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2009,Jul,FALSE,14,FALSE,0
#BeAGirlWhoCodes,stfrancishyd,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2010,Jul,FALSE,14,FALSE,0
#BeAGirlWhoCodes,tovikasbagri,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2009,Dec,FALSE,14,FALSE,0
#BeAGirlWhoCodes,USAndIndia,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2009,May,FALSE,14,FALSE,0
#BeAGirlWhoCodes,ravichaud,"RT @USAmbIndia: Inspiring @TEDTalks from @reshmasaujani, Indian American founder of @GirlsWhoCode. #BeBrave #BeAGirlWhoCodes https://t.co/h…",2011,Mar,FALSE,14,FALSE,0
