43920,43925, 5065e0091dbf9de66600000b, 02c180170d7729ab224ec5ab0861a5e814bc7744, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,1
50460,50465, 5065e0091dbf9de66600000b, f1c58f47ae6ea8050a6bec996e22c0e2580ef36f, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
50580,50590, 5065e0091dbf9de66600000b, 5a2f958222b117e49b08ba4174a7d02a3b7d8ae3, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,2
50640,50645, 5065e0091dbf9de66600000b, 0b1ffa40485185c0cc2d336e06c2ee041096a969, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,1
50640,50650, 5065e0091dbf9de66600000b, b8e11a9178b80c6d06c035e0bb005db7e74add6b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,4
50760,50770, 5065e0091dbf9de66600000b, 956d33fbc7e8f92011455eb8b89beb40e5610191, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,2
52140,52150, 5065e0091dbf9de66600000b, 26582d0475e0f716638dbcc35b62d92a1fe38fe5, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,2
59880,59885, 5065e0091dbf9de66600000b, 1356f629908e037689fad63ab3ee84e073fd4af8, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,2
62340,62345, 5065e0091dbf9de66600000b, caf3d60832404e5a3ae6e8a56c68667c352a0da1, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
62340,62345, 5065e0091dbf9de66600000b, e14bbe2218711cb61f4d90b1ab1c5a52c829c343, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
62400,62405, 5065e0091dbf9de66600000b, 74e8bb2eefc394c23b521ff6bf991bd9b04828f5, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
62400,62410, 5065e0091dbf9de66600000b, 0e85be791a6fd49230259b43e8cb49bc3c664893, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,4
62760,62775, 5065e0091dbf9de66600000b, 344fd5f3258121df2435411853aa871b895366b0, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,11
62820,62825, 5065e0091dbf9de66600000b, 77146cdd6007b5123134438d334c348b9903e371, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
62820,62835, 5065e0091dbf9de66600000b, 90be6c3ba6060918bc1c0b29ea95d07b31b4ea19, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,4
65040,65045, 5065e0091dbf9de66600000b, 9966bc3e45b9c8153eab49f97c1d29cd4628e8f0, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,1
72540,72545, 5065e0091dbf9de66600000b, 6feb367b0a67fabea169f65d601350d6604ef735, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
72540,72545, 5065e0091dbf9de66600000b, 760ba28831c420e5965f50edb5160cfc54162239, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
72540,72545, 5065e0091dbf9de66600000b, 7705efe88da090e979b452b070ddcb29d7a30c22, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
72660,72665, 5065e0091dbf9de66600000b, 2d65cb74e34c76e736a284ffa486fe040c0369b7, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
72660,72665, 5065e0091dbf9de66600000b, 6d0f7c0e586633492816f5c46b33477e6279b96f, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,2
72660,72675, 5065e0091dbf9de66600000b, eb80b4d2acb17175b88d794228cb6284c51d41da, 00040857941a98d183a9ffcc5efc12a5e73a91ad, Chat, ,3
73620,73625, 5065e0091dbf9de66600000b, 2586c7056de38ba7e477396d239994bff162191b, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
73740,73745, 5065e0091dbf9de66600000b, 004dc200e8ef5915de06b09976d192e685b81ff3, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
73740,73745, 5065e0091dbf9de66600000b, 02c180170d7729ab224ec5ab0861a5e814bc7744, 00040857941a98d183a9ffcc5efc12a5e73a91ad, KilledBy, ,1
