#Label,Order,Size,x,y,Level0,Level1,Level2,Total_Num_Tweets,Total_Num_Retweets,Total_Num_Favorites
#GirlsWithToys,1,10,,,20,3269,16,20,3269,16
#BeAGirlWhoCodes,2,10,,,31,266,35,31,266,35
#AddWomen,3,10,,,32,115,0,32,115,0
#DistractinglySexy,4,10,,,87,5104,79,87,5104,79
#StemGirls,5,10,,,118,300,186,118,300,186
#StemWomen,6,10,,,257,3008,212,257,3008,212
#WomenInTech,7,10,,,468,2542,636,468,2542,636
#ILookLikeAnEngineer,8,10,,,637,12237,665,637,12237,665
#GirlsWhoCode,9,10,,,966,15364,902,966,15364,902
#LikeAGirl,10,10,,,18034,58,9,18034,58,9
